Unnamed: 0,name,time,brand,post,date,Location,posted,Thanked,predicted_class,sentiment_score
490, Subby , 13:57 ,BHPian,"Let us welcome this encouraging news ! Nissan Magnite has scored a respectable 4 star in ASEAN NCAP. https://www.rushlane.com/amp/nissan-...kSavxOnpBzH0lQ It's really difficult to ignore Nissan Magnite in CSUV segment. Now so called premium cars or ""Tablets on Wheels"" with their dismal safety scores look pale in front of Magnite. Kudos to Nissan!", 1st January 2021,Kolkata,100,164,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
491, sarav100 , 14:02 ,BHPian," Quote: Originally Posted by Subby Let us welcome this encouraging news ! Nissan Magnite has scored a respectable 4 star in ASEAN NCAP. https://www.rushlane.com/amp/nissan-...kSavxOnpBzH0lQ While variant wise results and confirmation that it was the India spec Nissan Magnite that was actually tested are still awaited, the news itself is great and encouraging considering we have cars costing 4 times Magnite's price scoring barely 3 star ratings.", 1st January 2021,Toronto,196,462,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
492, RoadMonkey , 14:25 ,BHPian," Quote: Originally Posted by sarav100 While variant wise results and confirmation that it was the India spec Nissan Magnite that was actually tested are still awaited, the news itself is great and encouraging considering we have cars costing 4 times Magnite's price scoring barely 3 star ratings. ""Considering that Nissan is exclusively manufacturing the Magnite in India as of now, and no exports have started, it is highly likely that this is the India-spec Magnite that has been crash tested. It is to be noted that the ASEAN NCAP crash test speeds are comparable to that of the Global NCAP."" From the article quoted. While the variant is unknown, it does look to be India spec Magnite. This is awesome news if it checks out. Build quality becomes the question of personal preference rather than a benchmark for safety, if a ""lightly built"" car can score well on safety.", 1st January 2021,Here,379,1421,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
493, John316_WRC , 14:41 ,BHPian,Sorry I forgot to add this pic in my earlier post. Car looks chunky and well proportioned. This is my favourite angle. Silver suits the Magnite a lot!, 1st January 2021,DXB-DEL-CTC,217,1226,Electric Motor/Battery,Positive
494, SideView , 15:05 ,BHPian," Quote: Originally Posted by TheHelix0202 The front looks decent and all, but the sides....those quirky plastic claddings over the wheel arches and those alloys just do not gel well together. Maybe it is the pics (i dont have an issue, seeing with pics either), but I did not find any issue when seeing it in Flesh. Everyone has his own taste I guess.", 1st January 2021,Bengaluru,602,1661,Features/Controls/Displays (broken or difficult to use),Negative
495, ATRONIX , 15:36 ,BHPian,So this C-shaped beam at the front seems to be doing its job as advertised. Note: Renault Triber doesn't get it. Hope it retains the crash ratings in G-NCAP as well., 1st January 2021,Mumbai,181,704,"Brakes, Wheels or Tires",Negative
496, vigneshkumar31 , 21:51 ,BHPian,Test drove the Magnite XV Premium MT. The White colour looks good on the Magnite as well. Its a well proportioned CSUV except maybe for the wheels which look a size too small. The interiors are acceptable for a 5 lac entry variant but a tad bland for a 10 lac car. They should've added some differentiators at least for the top variant. Will compile a detailed TD report later when I find time., 1st January 2021,Goa,753,5812,Electric Motor/Battery,Very Positive
497, Venkatesh , 09:05 ,Senior - BHPian,"Nissan Magnite launched in Indonesia, Price IDR 208.8m (Rs 10.74 L) Nissan has introduced the Magnite in 3 trims in Indonesia with one petrol turbo engine option. Indonesia model walkaround https://youtu.be/X4_KTxXopRw Source ", 2nd January 2021,Hyderabad,8159,42933,"Brakes, Wheels or Tires",Positive
498, volkman10 , 14:09 ,Distinguished - BHPian,"Nissan Magnite gets 30K bookings. Can it revive Nissan's fortunes in India? Quote: The average of 1000 units booked daily since the debut on December 2 manifests the brand’s strength and new vigour. It will, Nissan hopes, empower it to discard legacy issues and open a new chapter in India’s mobility landscape Quote: Going by the dealers’ bookings in their software, Magnite could be sold out for 2021, and Nissan India will have to increase production at its Chennai plant to meet the demand. Link", 2nd January 2021,--,23102,66612,"Brakes, Wheels or Tires",Very Positive
499, DeKay , 17:46 ,BHPian,"Drove the top end CVT: Likes: 1. The CVT+Engine combo is very good - Yeah, the CVT makes the car quite noisy during heavy acceleration, but it isn't bad at all - I'd live with that for the smoothness compared to the AMTs in this segment. 2. Eco mode isn't as dull as I expected - There's more than enough grunt available for overtakes and a quick getaway from a stop. 3. Decent stopping power. 4. Looks great! 5. Feels quite spacious; I'm 6'1"", and I could sit behind myself without my knees touching the front seat. I guess that's the best you can expect in this segment anyway, no? 6. 360 Degree camera was perfectly usable and helpful. Dislikes: 1. Exterior body panel flex. 2. ORVMs were vibrating violently whenever I opened or closed the driver/passenger doors. 3. Interior plastic quality is strictly below average, nothing is going to wow you. 4. The TD car had just 500 clicks on the odo and the dashboard had a terrible rattle, this will only get worse with time. For context - I test drove a Nexon Petrol with 13,000km on the clock and it was SOLID. 5. The front armrest is going to be pretty much useless for short people. 6. The ride quality is stiff - Not anywhere near the Nexon's. 7. The creeping speed of the car was slightly higher than I'm be comfortable with. 8. The way the doors close doesn't feel re-assuring. 9. Prices are going up - The base model is going to get dearer by 50k and 30k for the top model. (Ex-showroom) 10. High speed stability felt iffy - I couldn't take it over 90, but even at 90 on a less than perfect road, I felt nervous. Overall, I'd definitely buy this over the tin cans from Maruti, but build quality is vital to me, so I'd probably wait for the Nexon DCT. I can't have my car's dash rattling, it'd drive me crazy. This one's going to be 11.5 on road for the top variant in Mumbai, which isn't THAT much cheaper than the other better built options. Love the fact that this and the upcoming Kiger are equipped to take the fight to Maruti though. Pick your poison, I'd say; there's something for everyone in this segment now, which is obviously, great.", 2nd January 2021,Mumbai,655,957,Drivetrain,Very Positive
500, pgsagar , 21:32 ,Senior - BHPian, Quote: Originally Posted by volkman10 Nissan Magnite gets 30K bookings. Can it revive Nissan's fortunes in India? I am happy for Nissan. We need more players in the game. This should also be a wake-up call to those greedy manufacturers who raise prices almost every 3 months., 2nd January 2021,Vizag,2579,3363,"Brakes, Wheels or Tires",Very Positive
501, TusharK , 15:20 ,Senior - BHPian,"Nissan Magnite: 32,800 cars booked in just over 1 month Nissan has announced that it has received 32,800 bookings for the Magnite in just over a month since its launch. According to Rakesh Srivastava, Managing Director, Nissan Motor India, the carmaker had received 5,000 bookings in the first 5 days. The total number of bookings crossed the 15,000 mark in 15 days. The company claims to have received over 3,800 bookings via its online portal. Also, enquiries for the Magnite have crossed the 1.80 lakh mark. It has been reported that to cater to the growing demand for the Magnite, Nissan plans to start a third shift at its Chennai plant and ramp up production from 2,700 units per month to 3,500-4,000 units per month. This is expected to bring down the waiting period from the current 4 months to about 2-3 months, depending on the variant. The Nissan Magnite was launched in December last year. The crossover recently received a 4-star safety rating from ASEAN NCAP. Source: Car and Bike", 4th January 2021,Pune,6091,54288,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
